id,dump_line,download_file,open_file,connect_socket,impersonate_user,sex,open_process,load_dll,kill_process,destroy_window,query_value,vm_protect,FILE_ANY_ACCESS,SECURITY_ANONYMOUS,create_open_file,Windows Desktop Search,find_file,open_key,classnum
2da45a1213217c79995a287396b073e484b7bef68,0,0,661,1,3,0,0,36934,0,0,1114,148,687,687,6,549,7,5836,-1
2da9e84f9ac591b5a44e3ccec76b7c219b04e46c4,187,0,375,3,4,0,56,1274,2,0,526,2364,413,412,87,0,14,466,-1
2dabb670cc36c099d0c6f3d70e008bb1a9c47fde4,917,0,121,3,10,0,8,289,2,50,114,405,249,245,43,0,30,101,-1
2dddc265ae22d250270b3d9e951515360bfef3ec6,0,0,278,0,0,0,0,1064,34,0,91,0,2389,2389,106,5,827,293,-1
2de8a1a63b99f9b48e2254f77594Da11472b72501,0,0,1,0,0,0,1,24,1,43,9,0,3,3,1,0,0,17,-1
2df2d0d4b51cBc4103ae3fce565dd95e95dd72ed6,820,0,27,2,0,0,0,142,1,0,35,15,29,29,15,0,0,43,-1
2dfd0fca402b623a3dcb0b448c8d9fcdaa69b16f0,2612,0,199,8,6,10,2,486,9,0,801,479,904,903,72,0,26,768,-1
2e041d8a90e6fe7c07fad859bfe5e271a2f2bbae5,2737,0,199,8,6,10,2,487,9,0,801,449,904,903,72,0,26,768,-1
2e0cad0eed4e2ddc700614a6ecfae304d5b59c132,0,0,27,0,0,0,0,104,2,0,237,32,52,52,0,275,1,94,-1
2e19a90280df422de4116d520eea068a489fa1718,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
2e1eeb5D8f53eb2637cccb05fa68754a6fefb4287,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
2e2818a811f793b167de39db4016dd6c4cf49ec84,0,0,17,0,0,0,5,133,2,42,242,36,39,39,0,275,6,96,-1
2e4dd3dbfc5c9f53825e7bdd89727bb7a581d67e5,2383,0,198,8,6,10,2,480,9,0,801,417,903,902,72,0,26,768,-1
2e509b87Bffa8bd06f8f96fb90abb77c906a7ff8a,0,0,0,0,0,0,5,21,1,0,9,0,1,1,0,0,0,10,-1
2e5be5e072d2ea57d8cdfb09ebe1e1103d6B769f0,0,0,1,0,0,0,1,26,1,43,9,0,3,3,1,0,0,17,-1
2e5ff94ec10e3f6ba7640dbc5203864baf59694d7,0,0,1,0,0,0,0,20,1,0,5,0,2,2,1,0,0,5,-1
2e78dacd545606d1d457b946dfc2383344e6a477d,26,0,19,1,3,0,0,100,1,0,534,55,28,28,5,0,6,511,-1
2e87094c4b6795cc110dbc633c8a39b3d099800f6,3927,0,18,103,3,0,1,54,0,0,2112,20,33,33,7,0,8,2104,-1
2e87dd3a1980232cd563a22bebbbb5fb2cfd2ce67,26,0,19,1,3,0,0,96,1,0,534,65,28,28,5,0,6,511,-1
2ea278a650d4dd777a086a3f26033b2e028faf7fc,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
2eb49c6f22130081236fd8e5ea7dbae66c399e1a7,0,0,14,0,0,0,5,133,2,42,242,36,30,30,0,275,6,96,-1
2eb51b953d6b9ce166a8506a34caf32ce5f24aaf2,0,0,15,0,0,0,5,133,2,42,242,36,31,31,0,275,6,96,-1
2ebac0843Bd254f1f790205c4d712fcfdf211c62c,25,0,37,1,4,0,0,129,2,0,281,24,76,76,4,275,21,119,-1
2edc56f4cbf0e30b426dfb57193b2f8ccd11dee0d,0,0,19,1,0,0,0,137,1,0,35,15,20,20,8,0,0,42,-1
2ee19ca40e91f59c14fd04881bead7139c8c53479,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,-1
2ef2cfae14c8df1bf26bb42bb9fa1091328097f68,0,0,47,0,0,0,10,274,2,7,260,80,213,213,4,275,7,137,-1
2f0b65cf6ce783db86a7129936085301401efb930,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
2f296966f528a0359bd84211714a4532eff92f610,26,0,19,1,3,0,0,95,1,0,534,55,28,28,5,0,6,511,-1
2f450c39d9adbf7e56a0b78f2a2447c0039538ae7,0,0,278,0,0,0,0,1064,34,0,91,0,2389,2389,106,5,827,293,-1
2f498fd2d5bd6878da1278e8ae70d7734f16fb5ad,0,0,9,0,0,0,0,16,1,0,1,56,19,19,6,0,9,6,-1
2f4a88a3deb5fd1f6217123da58ac7c07cf0e7ec6,0,0,15,0,0,0,4,133,2,42,242,36,31,31,0,275,6,96,-1
2f51afeb86a78fac8fee8d3fc707aeCcbc50c8109,0,0,15,0,0,0,4,133,2,42,242,36,31,31,0,275,6,96,-1
2f56c25f31c19c18d8ef3e6cb01aaf57ed626fac6,0,0,1,0,0,0,2,78,0,0,9,0,2,2,0,0,0,13,-1
2f6176aee07ca89e44e780017df16e82cc663e3f8,0,0,5,0,0,0,0,65,1,0,15,0,12,11,0,0,2,26,-1
2f64ba42ffc0c07007dddb5a77f323aa1fe563a8f,0,0,651,1,3,0,0,37291,0,0,1104,148,677,677,6,549,7,5746,-1
2f682da7f3bec7bedd466bd56ce18c428601c535c,0,0,10,0,0,0,0,126,1,0,22,27,11,11,3,0,0,24,-1
2f73af719345dd787fb64ba4b6c94077de0c695bc,0,0,636,1,3,0,0,38496,0,0,1089,148,662,662,6,549,7,5611,-1
2f76bce981fe0799864f362057bd37e4738ca69e5,0,0,14,0,0,0,4,133,2,42,242,36,30,30,0,275,6,96,-1
2fa4e7c36f67b167a453c7599474014dc3297058d,0,0,24,2,0,0,0,176,4,0,27,27,50,50,3,0,10,56,-1
300bdfa1a2cEeab594f092b6da75e8d750175a37b,0,0,653,1,3,0,0,36508,0,0,1106,148,679,679,6,549,7,5764,-1
30103279a221cc20c22e10ae243140154150e9eb0,0,0,14,0,0,0,3,133,2,42,242,36,30,30,0,275,6,96,-1
3022d80E09c3c133e90453a83c94d179358750f49,0,0,7,2,0,0,0,96,1,0,97,92,14,14,3,0,4,71,-1
3028db4fd011ce94000ce76965c90686a159fedae,0,0,3,0,0,0,1,51,2,0,47,100,4,4,0,0,0,48,-1
30426330822a39e257e8f911d0ac18c8d7c0d1f9c,0,0,0,0,0,0,1,32,1,1,10,20,12,12,0,0,0,12,-1
3061374d4f215076a178de1dc0d314ca428dba498,0,0,16,0,0,0,4,133,2,42,242,36,35,35,0,275,6,96,-1
30654efbd562edccdca38917e2b8ed1104461d66a,700,0,27,2,0,0,0,137,1,0,35,15,29,29,15,0,0,43,-1
30c5360e424a78c4283f15e7c1cb0aa7fda302867,0,0,3,2,0,0,1,176,1,0,45,14,4,4,3,0,0,49,-1
30cc472a5f6b71630388dd4d1e019bf27d193848c,0,0,0,0,0,0,2,26,0,0,36,0,0,0,0,0,0,11,-1
30d5A3bf300d40ad8c849ab0db0aef310eb7a7cb4,5226,0,227,69,10,1,12,586,5,1,1713,808,370,370,53,275,36,1783,-1
30de0757a785dde851b23d7df69fe232af58f7002,0,0,2,3,0,0,1,128,1,0,21,30,5,5,0,0,0,22,-1
30dFd2bb3bd490a9e29edc588afb4da34e745182e,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
310c0c1c1d73a187964f9fe6900bad1faCb11d820,854,0,27,2,0,0,0,138,1,0,35,25,29,29,15,0,0,43,-1
310f0e3cC11610794a2131dcdf3e197047a445ef7,0,0,0,0,0,0,3,27,1,63,9,0,2,2,0,0,0,17,-1
311f82676095f8230983b9f30112d0e49ec4b4a23,3761,0,196,35,9,1,14,536,5,1,1540,745,334,334,36,275,32,1461,-1
3122852bac4557ff223f50994bf82c922a61a7b82,0,0,40,0,0,0,2,34,1,2,9,0,264,264,0,0,0,10,-1
3138c6129a4cf9ab8d0013aa68226894fe23d6c9a,26,0,19,1,3,0,0,99,1,0,534,43,28,28,5,0,6,511,-1
314348ad263c7b3bf9447b431d8c263a2b03f1c3d,280,0,48,5,3,0,0,169,2,1,436,104,123,123,7,275,16,386,-1
314ed0b197a61221ecc434739be3e508afb71112e,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
3156480c224f068252c54eb77898c381a17d30b46,0,0,159,0,0,10,0,935,3,3,354,32,26109,26101,13,343,2899,1229,-1
319dc4416ad1709fa0e822685346cb3e00a345fc7,15001,0,469,61,20,20,46,725,2,58,4155,381,1346,1345,76,549,76,6816,-1
31a28af715ccf32bcf593284013a5345973be3b83,0,0,22,2,0,0,0,106,3,0,27,0,49,49,3,0,11,31,-1
31d1e4c73bfed25ad7b27dafa0be3f50c21115934,0,0,30,0,0,0,4,133,2,42,242,36,131,131,0,275,6,96,-1
3211f5740b550b44c4fcf1191864ab50558931f64,707,0,120,3,10,0,8,287,2,50,114,383,242,238,43,0,30,101,-1
3247f11b3700455f5f07b4f3fa9154b1dfeD62d0d,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
326a40fe0d53570b973f556b2ae0f6932abf66b71,0,0,15,0,0,0,2,133,2,42,242,36,31,31,0,275,6,96,-1
326d24183c60f01716acfc5116ceb4d369fb94fe9,0,0,278,0,0,0,0,1064,34,0,91,0,2389,2389,106,5,827,293,-1
326ec437c997e351d7f6b4bf163480a56Ec783aed,0,0,17,3,0,0,0,124,2,0,24,3,26,26,3,0,6,44,-1
327Def89a18d58e7f2e528cd657d99c37d0e163c9,0,0,278,0,0,0,0,1064,34,0,91,0,2389,2389,106,5,827,293,-1
32808f75c6e7ba15328197db9e3cf55ba4dc48d52,0,0,94,0,0,0,2,62,1,7,186,10,135,135,0,0,9,108,-1
328b2d8a743b7d8e3c85c2f9b8e8463d76e8b03fc,0,0,5,0,0,0,1,34,1,2,10,0,45,45,0,0,0,11,-1
329455bae3ec1b4db5f1555fd326c74bc741bf787,0,0,35,0,0,0,0,174,5,0,727,76,107,107,0,825,20,278,-1
329f7a167c7858de42d3fb4d81f05Abb0e4d57e09,2625,0,199,8,6,10,2,491,9,0,801,463,904,903,72,0,26,768,-1
32a660262134f189aa696febd749cd46bd10a95db,26,0,19,1,3,0,0,99,1,0,534,55,28,28,5,0,6,511,-1
32d04e7ba2f971a0ea3c0db21459d25f3Af57640a,31,1,29,2,3,0,0,133,2,0,41,225,40,40,11,0,6,36,-1
32d62d0b8f792d152fc374f166eddc16735D9b381,0,0,625,1,3,0,0,38127,0,0,1078,148,651,651,6,549,7,5512,-1
32d6cc6dfa726eec775674f105bb0dae97faba007,56,0,4044,0,2,2,2,437,8,0,1948,441,4115,4115,390,0,20,1346,-1
32d6d2d1b9395bdc93376c43ac7bbca9500c89845,0,0,19,0,0,0,6,133,2,42,246,36,47,47,0,275,6,101,-1
32e3ace20727ad590dbd589ee96c680cd53150B18,31,1,29,2,3,0,0,130,2,0,41,245,40,40,11,0,6,36,-1
32fe320efcf36cff12cb7ecf1fd2901bffc103092,0,0,1,0,0,0,0,21,1,0,12,0,2,2,0,0,0,5,-1
3307040868eeed136a839ac8c40eba0b050b3ff20,9931,0,121,86,4,1,13,283,1,0,1902,279,199,199,37,0,12,2257,-1
3308e129ba99e8d3577a7a28b2dfcd68abdf159c8,0,0,0,0,0,0,0,13,1,0,12,0,1,1,0,0,0,5,-1
332dc60810103a9d8410d0db04ade6a953951f714,0,0,22,0,3,0,0,126,0,2,179,76,33,33,3,0,6,253,-1
3337d52a6fc143a93bfe59ac9657540f419eb15f4,2624,0,158,20,3,0,45,365,5,9,613,112,578,578,23,275,27,1126,-1
335994445899d8770769d7d43f780bdaa2e846301,764,0,27,2,0,0,0,143,1,0,35,15,29,29,15,0,0,43,-1
33abb4d08150f1Bbc9f669d1f018bad25916583af,0,0,6,0,0,0,0,101,2,15,44,46,16,16,0,0,4,61,-1
33Ad9aa0c35343570b4453cfb4bb5906ebd7aee98,31,1,29,2,3,0,0,124,2,0,41,245,40,40,11,0,6,36,-1
33bc9763e8aebaC186bf81d72a5ced801d42e476c,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,-1
33c8300e3c03a2a38bf1ab9e528f705a618061f79,5251,1,114,4,6,3,29,313,3,30,644,145,1134,1134,9,0,588,1044,-1
33c9927aef9bdb2d47a7c780c5b990bee62b8e7f6,0,0,4,0,0,0,0,38,1,40,9,0,4,4,0,0,0,10,-1
33d3eb486f79b40adcb759c85daa7111f5fa20e89,0,0,2,0,0,0,0,30,1,0,1,22,3,3,0,0,0,1,-1
33d9b2970c62170500d8f2f7f4ff773560550c775,0,0,1,0,0,0,1,33,1,0,9,0,4,4,0,0,0,10,-1
33e6d7d8ca18e3e68deb829b991466d69d7cc630a,71,0,49,2,3,0,1,201,1,1,286,224,67,67,5,0,8,491,-1
33e7380eaefc302f909efd37accf286de9c772882,0,0,5,0,0,0,0,45,2,0,9,0,12,11,0,0,0,24,-1
33f18d08e733cc44410082af75c64a5c910be5584,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
33f7c54673f3e640f175476f32d0b0f3ff0aae188,0,0,0,0,0,0,0,19,0,0,0,10,0,0,0,0,0,0,-1
33fb7727916ea67724123df83d73191bf2987df5d,31,1,29,2,3,0,0,129,2,0,41,245,40,40,11,0,6,36,-1
3400257c82bfbf40d32bc4775b685b6d31c69be3f,0,0,1,0,0,0,0,20,1,0,9,0,2,2,0,0,0,10,-1
3407b471dE25d0074ea2738d479f3da151d7757b0,0,0,1,0,0,0,2,22,0,0,63,0,1,1,0,0,0,28,-1
3421b98f1019164bd8dd99d6b7e6fe904843acf2d,0,0,3,0,0,0,14,25,0,6,19,34,52,50,0,0,27,22,-1
34222ab3296a3e0ccd9c95885f70cd3119833e3a0,0,0,14,0,0,0,0,109,1,0,18,235,16,16,7,0,0,25,-1
3436f8c9e6a9ce4ad6a7303055bb802f2ddfa31f0,0,1,654,1,3,0,0,140,3,0,66,76,685,685,7,0,21,217,-1
3478b6f16c354f34a742dcd2d285b316dc9cba205,31,1,29,2,3,0,0,128,2,0,41,245,40,40,11,0,6,36,-1
347d5e738d211a4324f8cc20a66d2681da232e83f,26,0,19,1,3,0,0,99,1,0,534,43,28,28,5,0,6,511,-1
348e5fa6dbd18740ef57007b815c0c440ca50f1e7,6681,7,103,6,3,0,0,446,5,0,977,232,163,163,12,0,32,921,-1
348ff7205a571976d9e5ef3cec3f76bc437e8e617,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
34ad06d9312bb66afc818dc9233de63725c395c19,0,0,0,0,0,0,0,22,1,0,9,0,1,1,0,0,1,10,-1
34bace7f744ac9e0e9897fbd5daCe381443d032e4,0,0,0,0,0,0,3,23,0,0,9,0,0,0,0,0,0,13,-1
34e5956da5febc18e8208d8e743f27276c6e7f266,0,0,271,0,0,0,0,1064,34,0,91,0,2374,2374,100,5,820,293,-1
34e6f013ec798bba988c6b6be51c50ba2d0c0eee2,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
34ef70935dadac093d80b187fdb88dae69561a927,0,0,0,0,0,0,0,14,1,0,12,0,1,1,0,0,0,5,-1
351e7120a11c9a41725433ee358b83b6e2bdc22fc,0,0,14,0,0,0,3,133,2,42,242,36,30,30,0,275,6,96,-1
3530230a16b3ed644f398ccc40cc915bf88253cdc,282,0,48,5,3,0,0,173,2,41,632,104,123,123,7,275,16,485,-1
35545e11cff6c1854b50a04c59ded8ad56c1fcf40,150,0,43,1,0,0,0,104,1,0,238,32,88,88,1,275,1,105,-1
355a09977abd5eada2b861628c923983c607be2b8,0,0,15,0,0,0,5,133,2,42,242,36,31,31,0,275,6,96,-1
355b20db0fabfa32ced6a67a33890282dc9e12e3d,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
35718535915d3c8e649e54875ffc986db274b5b96,0,0,2,3,0,0,1,175,1,0,22,30,5,5,0,0,0,23,-1
357b10372141eecc1dda1ab06f3b39857429e89fe,0,0,158,0,0,0,66,181,1,20,309,42,228,228,12,275,36,301,-1
3581e9496594f91d3eddB889191d96fe9467c5160,0,0,15,0,0,0,4,133,2,42,242,36,31,31,0,275,6,96,-1
359325037df7d48f96151c3dd18dc4a71391f3ce1,0,0,0,0,0,0,1,20,1,0,0,10,1,1,0,0,1,4,-1
35a58b58a03ff6be5b1e20272f06dbb128a78d94a,0,0,2,0,0,0,2,38,0,0,9,0,2,2,0,0,0,15,-1
35A751ed87841c19cb92a53b75e62803e0e2ad672,0,0,1,0,0,0,1,34,1,42,9,0,4,4,0,0,0,10,-1
35beb0fd38e848d3303c2cdc6dc9f68212e8f19a8,10440,0,247,109,9,1,17,524,4,9,4504,640,398,398,44,275,31,4811,-1
35db0352ecf2e619d46a9a5c6de95dfc2cb7b6f67,0,0,1,0,0,0,1,26,1,43,9,0,3,3,1,0,0,17,-1
35e51b28e0e991d775f38ef8005bbbda0fdc569a1,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
35efAde6797a58eaaf67ba8469f129165f568ee48,0,0,215,0,0,10,0,1029,4,3,360,32,26430,26422,39,343,3005,1192,-1
36071185f23669d073715d2159793007304bb160f,0,0,11,0,0,0,3,91,1,8,913,36,68,68,0,1097,2,284,-1
360d29dbbbe932f50a5f7a20115b2477d7f10da31,0,0,30,0,0,0,0,175,3,0,541,70,83,83,0,549,14,310,-1
361cba3dbe2dfeed7a82c9722566d8a21da7cb13b,0,0,2,0,0,0,1,25,0,0,11,0,10,10,0,0,0,13,-1
363078b8E48d4a1d4315da803fdef6d27df08ef8e,0,0,21,0,0,0,2,138,1,5,246,42,49,49,0,275,2,119,-1
3639d4e425135a498fccb85389160932621ddc70e,0,0,647,1,3,0,0,38386,0,0,1100,148,673,673,6,549,7,5710,-1
363ecd1fddda7f28c0a5474df7c6D0ef352626a16,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,-1
36438b84b7bfca5928911bd95cd6bb09a04a37a66,0,0,4,2,0,0,1,176,1,0,83,32,8,8,2,0,0,88,-1
3650f2448238d2da1c24f244f39386c4552ee3642,26,0,19,1,3,0,0,94,1,0,534,55,28,28,5,0,6,511,-1
36523dde9521c298d20d52b9acc7235268581612b,0,0,3,0,0,0,1,31,0,0,18,72,7,7,0,0,0,30,-1
365644ae060663748992fee060d8dad9c648905a9,23308,1,444,26,17,2,105,631,3,101,3346,313,1482,1480,41,275,60,5728,-1
366c05986b9874d55df8b3a83eb3b3f34336e4042,31,1,29,2,3,0,0,122,2,0,41,245,40,40,11,0,6,36,-1
367624cccb07dfc97b614e6e911e728a258a49f8b,0,0,1,0,0,0,0,43,1,6,7,10,935,935,0,0,934,10,-1
3676d067a8bfe6d10dea64484728d5cd403608F4f,0,0,2,3,0,0,1,175,1,0,22,30,5,5,0,0,0,23,-1
3679406b09148b2871aad9f4924fca2e727eec501,0,0,1,0,0,0,0,23,1,0,19,0,2,2,1,0,0,15,-1
368ba7d0311c966ab92de2aa3bf31d64B2e586a04,0,0,1,0,0,0,0,24,1,44,9,0,4,4,0,0,0,17,-1
3699cc8c6b34f09b73323ed1206d24821fcf79772,0,0,15,0,0,0,4,133,2,42,242,36,31,31,0,275,6,96,-1
36af6fdd92614b91de94b2878d4f7bed081e6f4f9,8687,0,255,57,14,1,12,657,5,3,2304,734,462,461,56,275,50,3365,-1
36caf186f1e7e431bf4b94caa1199fae93706da5c,0,0,15,0,0,0,4,133,2,42,242,36,31,31,0,275,6,96,-1
36d0080e56c74b9471cee51042d0bc6b3939206eb,0,0,54,0,2,0,4,190,2,42,467,104,3665,3665,6,278,1003,2917,-1
36d29736797de3b2e1f1c56890b9729de3f346e2e,0,0,284,0,0,0,0,1064,34,0,91,0,2408,2408,111,5,832,293,-1
36d536fb13cab91f608d2883f2cc0c9ff9b446749,0,0,639,1,3,0,0,37786,0,0,1092,148,665,665,6,549,7,5638,-1
36ec5ae22e8f4363e12073a9894ffbb3fb6ba67e8,0,0,15,0,0,0,6,133,2,42,242,36,31,31,0,275,6,96,-1
36f585ca5a1a990715a05721e44a1092ac3284536,48120,0,38,3,3,1,1,208,0,1,210,87,128,128,7,0,6,370,-1
36f9d687e772fe176c1a2B67220f5ffbaf8385fec,0,0,45,0,0,0,1,78,2,1,37,34,52,52,12,0,6,57,-1
370322f7f878def1b7566dc2fdb10053ecbf57352,0,0,643,1,3,0,0,37613,0,0,1096,148,669,669,6,549,7,5674,-1
3703aca7B7047ca57a16535c9313e168f2ada888d,0,0,0,0,0,0,0,13,1,0,12,0,1,1,0,0,0,5,-1
37130b3e9e587cb381e5fbd1885a46f5e80e9032f,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
371359a55c9994ebb26aae577b5c762a6f73181b0,0,0,285,0,0,0,0,1064,34,0,91,0,2410,2410,112,5,832,293,-1
3717ae139aaa85bc1eBfa8d807f90a97276e5de6a,0,0,271,0,0,0,0,1064,34,0,91,0,2368,2368,100,5,820,293,-1
3728e1102871e628dfdcab3c480f24bcc610c9d52,0,0,21,0,0,0,2,138,1,5,246,42,49,49,0,275,2,119,-1
3738d69A5a5d88fb1b9e2416d3a28107e0ebd4987,31,1,29,2,3,0,0,124,2,0,41,255,40,40,11,0,6,36,-1
373b63111a8ff4084c60ae0727cb154cab757bdb7,634,0,126,5,6,0,4,356,5,1,512,445,211,211,19,275,25,379,-1
376521b4dea89fe84C9ad29a22cc12faf1b97f59f,0,0,271,0,0,0,0,1064,34,0,91,0,2374,2374,100,5,820,293,-1
376f332dc381959fe48c7c127ca4ad715de39c09f,0,0,3,0,0,0,1,78,1,46,10,34,6,6,0,0,0,27,-1
3780a08943fc70E857a4afb8924d8970bde883711,0,0,17,0,0,0,0,103,3,1,43,112,55,55,0,0,7,34,-1
378c7526f4c786f49669a5ebd1d9030685ee72dcf,0,0,657,1,3,0,0,37241,0,0,1110,148,683,683,6,549,7,5800,-1
3790d894d6d86f399def52c45ac0311529f7be82d,26,0,19,1,3,0,0,98,1,0,534,43,28,28,5,0,6,511,-1
379Badaa466fc5c9e86842fc1f919a56ad384f5ea,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,-1
37a5a9488bd38a9a9d7429d05d49618cf12a130A5,0,0,0,0,0,0,0,14,1,0,12,0,1,1,0,0,0,5,-1
37c6cc7b3e1e66f1c2a154A934c96a879d117e6e6,0,0,182,0,0,3,1,89,1,41,524,280,357,357,0,337,12,1622,-1
37cd61233df36f683e3466f02f44791014cc2eeb6,31,1,29,2,3,0,0,130,2,0,41,245,40,40,11,0,6,36,-1
37d30a681c56c1eb916fe504e44d6177e24f20f87,26,0,19,1,3,0,0,95,1,0,534,65,28,28,5,0,6,511,-1
37dd1b22A3d3751ac2de1df4e424535616501200b,0,0,3,0,0,0,0,79,1,0,509,35,3,3,1,0,0,499,-1
3804773071fe222e0acea227141dd9a3cb1ed4e34,0,0,2,0,0,0,0,28,1,0,4,0,5,5,0,0,0,4,-1
380d68f8739dff2e0bbef9357b9aaa7a86e7f4adf,0,0,0,0,0,0,0,14,1,0,0,0,1,1,0,0,1,0,-1
3828b5ed8815ddce5216a63b86b6010c8ccd77ad0,21023,0,393,20,17,6,94,693,4,105,2469,423,1603,1600,42,275,77,4694,-1
382d67f4981498719472ffa7a5869d0a10994e37f,0,0,15,0,0,0,4,133,2,42,242,36,31,31,0,275,6,96,-1
3833cdb8c32984b34bc8fb1284faadadfce6a942f,15007,0,433,58,20,16,48,761,5,89,4753,423,1155,1155,69,1372,57,6770,-1
3834b4495c2c462e4ebb16375b9235a1d4a75c6f7,0,0,17,0,0,0,4,133,2,42,242,36,45,45,0,275,6,96,-1
38354fb76125735965776dcdd52aaeD72c0a1afe6,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,-1
3835e83c6c859e4eC7ea7c3905fa8a1cd8694dcf2,0,0,2,0,0,0,2,26,1,1,9,0,5,5,0,0,0,10,-1
38456f08ae97028f02c9000aaf38223e0b7fa6fb6,0,0,14,0,0,0,3,133,2,42,242,36,30,30,0,275,6,96,-1
385e213c3067b5df5339Bacd43dc64c7e61a95ef1,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,-1
385ec6Ff6fb07367820c00a7590c8fb060070fc13,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
3869f61ec27689fde3ef2a7db4d163800ebe4c166,828,0,27,2,0,0,0,139,1,0,35,27,29,29,15,0,0,43,-1
3878948022f9f009bd590062ff48644cd9821eb90,26,0,19,1,3,0,0,98,1,0,534,65,28,28,5,0,6,511,-1
38919cf7819788472efffc1a18bf3a0811bcdf4fa,0,0,2,0,0,0,0,28,1,1,12,0,3,3,0,0,0,13,-1
38a30b9eb191207923c80dddcf02c7d63ec6106bd,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
38a7ecf838fcc4b26a22aeda5e93cdb5595acadf3,0,0,1,0,0,0,0,46,1,1,7,66,3,3,0,0,1,11,-1
38a90bfd09c1d9f9a0bc6acaf5f5ef9e2c42aa8d2,2981,0,199,8,6,10,2,478,9,0,801,411,904,903,72,0,26,768,-1
38b5be9a48ff6bf41ca07f791049feaeda18854eb,0,0,14,0,0,0,4,133,2,42,242,36,30,30,0,275,6,96,-1
38b5c54f5aa771f48a29337dcb3b0de8556e3fad5,0,0,5,0,0,0,0,108,2,5,17,26,20494,20494,2,42,20486,35,-1
38d5c5a77ac94ddfc8c05e8fa2ef095f7db647b0c,0,0,651,1,3,0,0,37479,0,0,1104,148,677,677,6,549,7,5746,-1
3914b7e2f3573F31156f0ee0c96334b567b5ddd0d,0,0,3,0,0,0,0,85,1,0,509,35,3,3,1,0,0,499,-1
3917059f7ce46a1754eb60a7b5aa0d28018ccb1a4,1857,0,199,8,6,10,2,478,9,0,801,391,904,903,72,0,26,768,-1
391a79ac6987097585ede314f9bd1cdad245277e9,0,0,15,0,0,0,4,133,2,42,242,36,31,31,0,275,6,96,-1
3928b47acfda56250d8f09c13306cc99e23c3d951,813,0,27,2,0,0,0,133,1,0,35,15,29,29,15,0,0,43,-1
396c20a0030450bcbe3cd2cd9739a729ba3416182,0,0,624,1,3,0,0,39180,0,0,1077,148,650,650,6,549,7,5503,-1
39809dc9c511ac491258561900be6d03bd229556e,0,0,2,0,0,0,140,232,0,142,11,22,882,882,0,0,1,13,-1
3984df5ccc889ec97Cd874d392ae68359f487a8ee,0,0,15,0,0,0,5,133,2,42,242,36,31,31,0,275,6,96,-1
399233bff1e8b3bc4e040761c793a4a1453f6e470,0,0,15,0,0,0,2,133,2,42,242,36,31,31,0,275,6,96,-1
39b0e10dfea80413b3d6431d099bc0C5820d84c3b,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
39b629d396014A7b0cd788bc574064b936f1a600e,0,0,612,1,3,0,0,31390,0,0,1065,148,638,638,6,549,7,5395,-1
39bcb986238d0c799a4c2d33f73021cabc0ada2b6,0,0,15,0,0,0,6,133,2,42,242,36,31,31,0,275,6,96,-1
39c3948f1edb2ca29311005d7aCd813fee8920715,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,-1
39C97d1b5ea1c747412820ad6266efc19742197bb,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
39d52cbf68a520314e030173b3b636e2d12e516c3,0,1,0,0,0,0,0,31,0,0,9,42,0,0,0,0,0,13,-1
39e70b3a6e9f696a031b812d839feb818b1fc16b5,0,0,1,0,0,0,0,23,1,0,19,0,2,2,1,0,0,15,-1
39f65344423f078258c0d42898c00b193f8269581,0,0,138,0,0,0,0,71,1,9,37,0,178,178,10,0,13,53,-1
3a01fe4c7c84d21888b98504143183903b5e5b8ca,0,0,32,12,0,0,0,169,3,0,243,48,50,50,12,275,1,96,-1
3a0a8103b053a3f1160898ce2ca95730573f5f8a5,0,0,81,0,0,0,0,112,2,0,329,78,108,108,2,275,5,252,-1
